record_id,gt,matched_pred,match_iou,is_good_crop,qwen_pred,qwen_bucket,hard_pred,hard_bucket,champ_pred,champ_bucket,qveto_pred,qveto_bucket,qwen_correct,hard_correct,champ_correct,qveto_correct,champ_change_type,hard_change_type
val_img17_ann1050,defect_flashover,val_img6_pred33,0.8134621593461339,True,insulator_ok,vlm_error_on_good_pred_crop,defect_flashover,correct_pipeline_hit,defect_flashover,correct_pipeline_hit,defect_flashover,correct_pipeline_hit,False,True,True,True,helped,helped
val_img17_ann1051,defect_flashover,val_img6_pred32,0.9057662855412062,True,defect_broken,vlm_error_on_good_pred_crop,defect_flashover,correct_pipeline_hit,defect_flashover,correct_pipeline_hit,defect_flashover,correct_pipeline_hit,False,True,True,True,helped,helped
val_img17_ann1052,defect_flashover,val_img6_pred46,0.8504552425931559,True,insulator_ok,vlm_error_on_good_pred_crop,defect_flashover,correct_pipeline_hit,defect_flashover,correct_pipeline_hit,defect_flashover,correct_pipeline_hit,False,True,True,True,helped,helped
val_img17_ann1053,defect_flashover,val_img6_pred18,0.8910286013099623,True,insulator_ok,vlm_error_on_good_pred_crop,defect_flashover,correct_pipeline_hit,defect_flashover,correct_pipeline_hit,defect_flashover,correct_pipeline_hit,False,True,True,True,helped,helped
val_img17_ann1054,defect_flashover,val_img6_pred25,0.965811487064516,True,defect_flashover,correct_pipeline_hit,defect_flashover,correct_pipeline_hit,defect_flashover,correct_pipeline_hit,defect_flashover,correct_pipeline_hit,True,True,True,True,both_correct,both_correct
val_img17_ann1055,defect_flashover,val_img6_pred24,0.9199423876482696,True,insulator_ok,vlm_error_on_good_pred_crop,defect_flashover,correct_pipeline_hit,defect_flashover,correct_pipeline_hit,defect_flashover,correct_pipeline_hit,False,True,True,True,helped,helped
val_img17_ann1056,defect_flashover,val_img6_pred4,0.8915066582763721,True,defect_flashover,correct_pipeline_hit,defect_flashover,correct_pipeline_hit,defect_flashover,correct_pipeline_hit,defect_flashover,correct_pipeline_hit,True,True,True,True,both_correct,both_correct
val_img17_ann1057,insulator_ok,val_img6_pred8,0.8215111452185622,True,insulator_ok,correct_pipeline_hit,defect_flashover,vlm_error_on_good_pred_crop,defect_flashover,vlm_error_on_good_pred_crop,defect_flashover,vlm_error_on_good_pred_crop,True,False,False,False,hurt,hurt
val_img17_ann1058,insulator_ok,val_img6_pred14,0.9329698115323836,True,insulator_ok,correct_pipeline_hit,defect_flashover,vlm_error_on_good_pred_crop,defect_flashover,vlm_error_on_good_pred_crop,defect_flashover,vlm_error_on_good_pred_crop,True,False,False,False,hurt,hurt
val_img17_ann1059,defect_flashover,val_img6_pred11,0.90849968739652,True,defect_broken,vlm_error_on_good_pred_crop,defect_flashover,correct_pipeline_hit,defect_flashover,correct_pipeline_hit,defect_flashover,correct_pipeline_hit,False,True,True,True,helped,helped
val_img31_ann1060,insulator_ok,val_img7_pred3,0.95658884409044,True,insulator_ok,correct_pipeline_hit,insulator_ok,correct_pipeline_hit,insulator_ok,correct_pipeline_hit,insulator_ok,correct_pipeline_hit,True,True,True,True,both_correct,both_correct
val_img31_ann1061,defect_broken,val_img7_pred7,0.9640524139695807,True,defect_flashover,vlm_error_on_good_pred_crop,insulator_ok,vlm_error_on_good_pred_crop,insulator_ok,vlm_error_on_good_pred_crop,insulator_ok,vlm_error_on_good_pred_crop,False,False,False,False,both_wrong,both_wrong
val_img31_ann1062,insulator_ok,val_img7_pred1,0.9150725437330623,True,insulator_ok,correct_pipeline_hit,insulator_ok,correct_pipeline_hit,insulator_ok,correct_pipeline_hit,insulator_ok,correct_pipeline_hit,True,True,True,True,both_correct,both_correct
val_img31_ann1063,insulator_ok,val_img7_pred4,0.93774578512049,True,unknown,vlm_error_on_good_pred_crop,insulator_ok,correct_pipeline_hit,insulator_ok,correct_pipeline_hit,insulator_ok,correct_pipeline_hit,False,True,True,True,helped,helped
val_img31_ann1064,insulator_ok,val_img7_pred6,0.6785710872169971,False,,bad_crop_from_detector,,bad_crop_from_detector,,bad_crop_from_detector,,bad_crop_from_detector,False,False,False,False,both_wrong,both_wrong
val_img33_ann1065,insulator_ok,val_img8_pred43,0.9577128297726568,True,insulator_ok,correct_pipeline_hit,defect_flashover,vlm_error_on_good_pred_crop,insulator_ok,correct_pipeline_hit,insulator_ok,correct_pipeline_hit,True,False,True,True,both_correct,hurt
val_img33_ann1066,insulator_ok,val_img8_pred8,0.9535746946763332,True,defect_flashover,vlm_error_on_good_pred_crop,defect_flashover,vlm_error_on_good_pred_crop,defect_flashover,vlm_error_on_good_pred_crop,defect_flashover,vlm_error_on_good_pred_crop,False,False,False,False,both_wrong,both_wrong
val_img33_ann1067,insulator_ok,val_img8_pred11,0.8844980433978257,True,defect_flashover,vlm_error_on_good_pred_crop,defect_flashover,vlm_error_on_good_pred_crop,insulator_ok,correct_pipeline_hit,defect_flashover,vlm_error_on_good_pred_crop,False,False,True,False,helped,both_wrong
val_img33_ann1068,defect_flashover,val_img8_pred44,0.9058822150556282,True,defect_flashover,correct_pipeline_hit,defect_flashover,correct_pipeline_hit,insulator_ok,vlm_error_on_good_pred_crop,defect_flashover,correct_pipeline_hit,True,True,False,True,hurt,both_correct
val_img33_ann1069,defect_flashover,val_img8_pred15,0.9768079942147688,True,defect_broken,vlm_error_on_good_pred_crop,defect_flashover,correct_pipeline_hit,defect_flashover,correct_pipeline_hit,defect_flashover,correct_pipeline_hit,False,True,True,True,helped,helped
val_img33_ann1070,defect_flashover,val_img8_pred1,0.8562285422793802,True,defect_flashover,correct_pipeline_hit,defect_flashover,correct_pipeline_hit,defect_flashover,correct_pipeline_hit,defect_flashover,correct_pipeline_hit,True,True,True,True,both_correct,both_correct
val_img33_ann1071,insulator_ok,val_img8_pred2,0.9708871104081882,True,defect_broken,vlm_error_on_good_pred_crop,defect_flashover,vlm_error_on_good_pred_crop,insulator_ok,correct_pipeline_hit,defect_flashover,vlm_error_on_good_pred_crop,False,False,True,False,helped,both_wrong
val_img33_ann1072,defect_flashover,val_img8_pred14,0.9009113021848476,True,defect_flashover,correct_pipeline_hit,defect_flashover,correct_pipeline_hit,defect_flashover,correct_pipeline_hit,defect_flashover,correct_pipeline_hit,True,True,True,True,both_correct,both_correct
val_img33_ann1073,insulator_ok,val_img8_pred4,0.9464292387103848,True,defect_flashover,vlm_error_on_good_pred_crop,defect_flashover,vlm_error_on_good_pred_crop,insulator_ok,correct_pipeline_hit,defect_flashover,vlm_error_on_good_pred_crop,False,False,True,False,helped,both_wrong
val_img33_ann1074,insulator_ok,val_img8_pred10,0.8933017695865094,True,defect_flashover,vlm_error_on_good_pred_crop,defect_flashover,vlm_error_on_good_pred_crop,insulator_ok,correct_pipeline_hit,defect_flashover,vlm_error_on_good_pred_crop,False,False,True,False,helped,both_wrong
val_img33_ann1075,insulator_ok,val_img8_pred7,0.9669013617010576,True,defect_broken,vlm_error_on_good_pred_crop,defect_flashover,vlm_error_on_good_pred_crop,defect_flashover,vlm_error_on_good_pred_crop,defect_flashover,vlm_error_on_good_pred_crop,False,False,False,False,both_wrong,both_wrong
val_img33_ann1076,insulator_ok,val_img8_pred6,0.9604446214704544,True,defect_flashover,vlm_error_on_good_pred_crop,defect_flashover,vlm_error_on_good_pred_crop,defect_flashover,vlm_error_on_good_pred_crop,defect_flashover,vlm_error_on_good_pred_crop,False,False,False,False,both_wrong,both_wrong
