record_id,image_id,gt_coarse_class,gt_visibility,detector_found,matched_pred_record_id,matched_pred_score,matched_pred_category_name,match_iou,is_good_crop,pred_vlm_coarse_class,pred_vlm_visibility,vlm_correct_on_good_crop,raw_has_match_candidate,filtered_has_match_candidate,error_bucket,ceiling_coarse_class,ceiling_correct
val_img17_ann1048,6,insulator_ok,clear,True,val_img6_pred21,0.3736990988254547,defect_flashover,0.8783253803887184,True,defect_flashover,clear,False,True,True,vlm_error_on_good_pred_crop,,False
val_img17_ann1049,6,defect_flashover,clear,True,val_img6_pred15,0.7697542905807495,insulator_ok,0.8805287743335943,True,defect_flashover,clear,True,True,True,correct_pipeline_hit,,False
val_img17_ann1050,6,defect_flashover,clear,True,val_img6_pred33,0.12668819725513458,defect_broken,0.8134621593461339,True,defect_flashover,clear,True,True,True,correct_pipeline_hit,,False
val_img17_ann1051,6,defect_flashover,clear,True,val_img6_pred32,0.15844778716564178,insulator_ok,0.9057662855412062,True,defect_flashover,clear,True,True,True,correct_pipeline_hit,,False
val_img17_ann1052,6,defect_flashover,clear,True,val_img6_pred46,0.05760086327791214,insulator_ok,0.8504552425931559,True,defect_flashover,clear,True,True,True,correct_pipeline_hit,,False
val_img17_ann1053,6,defect_flashover,clear,True,val_img6_pred18,0.6783668398857117,insulator_ok,0.8910286013099623,True,defect_flashover,clear,True,True,True,correct_pipeline_hit,,False
val_img17_ann1054,6,defect_flashover,clear,True,val_img6_pred25,0.2777479588985443,insulator_ok,0.965811487064516,True,defect_flashover,clear,True,True,True,correct_pipeline_hit,,False
val_img17_ann1055,6,defect_flashover,clear,True,val_img6_pred24,0.3220078945159912,insulator_ok,0.9199423876482695,True,defect_flashover,clear,True,True,True,correct_pipeline_hit,,False
val_img17_ann1056,6,defect_flashover,partial,True,val_img6_pred4,0.9623790979385376,defect_flashover,0.8915066582763721,True,defect_flashover,clear,True,True,True,correct_pipeline_hit,,False
val_img17_ann1057,6,insulator_ok,clear,True,val_img6_pred8,0.8725222945213318,insulator_ok,0.8215111452185622,True,defect_flashover,clear,False,True,True,vlm_error_on_good_pred_crop,,False
val_img17_ann1058,6,insulator_ok,clear,True,val_img6_pred14,0.8250892162322998,insulator_ok,0.9329698115323837,True,defect_flashover,clear,False,True,True,vlm_error_on_good_pred_crop,,False
val_img17_ann1059,6,defect_flashover,clear,True,val_img6_pred11,0.8615251183509827,insulator_ok,0.90849968739652,True,defect_flashover,clear,True,True,True,correct_pipeline_hit,,False
val_img31_ann1060,7,insulator_ok,clear,True,val_img7_pred3,0.9908266663551331,insulator_ok,0.95658884409044,True,insulator_ok,clear,True,True,True,correct_pipeline_hit,,False
val_img31_ann1061,7,defect_broken,clear,True,val_img7_pred7,0.2619383633136749,insulator_ok,0.9640524139695807,True,insulator_ok,ambiguous,False,True,True,vlm_error_on_good_pred_crop,,False
val_img31_ann1062,7,insulator_ok,clear,True,val_img7_pred1,0.9937170743942261,insulator_ok,0.9150725437330623,True,insulator_ok,clear,True,True,True,correct_pipeline_hit,,False
val_img31_ann1063,7,insulator_ok,clear,True,val_img7_pred4,0.9901899695396423,insulator_ok,0.9377457851204901,True,insulator_ok,ambiguous,True,True,True,correct_pipeline_hit,,False
val_img31_ann1064,7,insulator_ok,clear,True,val_img7_pred6,0.7507428526878357,defect_broken,0.6785710872169971,False,,,False,True,True,bad_crop_from_detector,,False
val_img33_ann1065,8,insulator_ok,clear,True,val_img8_pred43,0.10935451090335846,defect_flashover,0.9577128297726569,True,defect_flashover,clear,False,True,True,vlm_error_on_good_pred_crop,,False
val_img33_ann1066,8,insulator_ok,clear,True,val_img8_pred8,0.910110354423523,insulator_ok,0.9535746946763332,True,defect_flashover,ambiguous,False,True,True,vlm_error_on_good_pred_crop,,False
val_img33_ann1067,8,insulator_ok,clear,True,val_img8_pred11,0.8618150949478149,insulator_ok,0.8844980433978257,True,defect_flashover,clear,False,True,True,vlm_error_on_good_pred_crop,,False
val_img33_ann1068,8,defect_flashover,ambiguous,True,val_img8_pred44,0.1042625904083252,defect_flashover,0.9058822150556282,True,defect_flashover,clear,True,True,True,correct_pipeline_hit,,False
val_img33_ann1069,8,defect_flashover,clear,True,val_img8_pred15,0.6607439517974854,defect_flashover,0.9768079942147687,True,defect_flashover,clear,True,True,True,correct_pipeline_hit,,False
val_img33_ann1070,8,defect_flashover,clear,True,val_img8_pred1,0.993073046207428,defect_flashover,0.8562285422793802,True,defect_flashover,clear,True,True,True,correct_pipeline_hit,,False
val_img33_ann1071,8,insulator_ok,clear,True,val_img8_pred2,0.9628822207450867,insulator_ok,0.9708871104081882,True,defect_flashover,clear,False,True,True,vlm_error_on_good_pred_crop,,False
val_img33_ann1072,8,defect_flashover,partial,True,val_img8_pred14,0.7969300746917725,insulator_ok,0.9009113021848476,True,defect_flashover,clear,True,True,True,correct_pipeline_hit,,False
val_img33_ann1073,8,insulator_ok,clear,True,val_img8_pred4,0.9401451945304871,insulator_ok,0.9464292387103848,True,defect_flashover,ambiguous,False,True,True,vlm_error_on_good_pred_crop,,False
val_img33_ann1074,8,insulator_ok,clear,True,val_img8_pred10,0.9024240374565125,insulator_ok,0.8933017695865094,True,defect_flashover,ambiguous,False,True,True,vlm_error_on_good_pred_crop,,False
val_img33_ann1075,8,insulator_ok,clear,True,val_img8_pred7,0.9166389107704163,insulator_ok,0.9669013617010576,True,defect_flashover,clear,False,True,True,vlm_error_on_good_pred_crop,,False
val_img33_ann1076,8,insulator_ok,clear,True,val_img8_pred6,0.937459409236908,insulator_ok,0.9604446214704545,True,defect_flashover,clear,False,True,True,vlm_error_on_good_pred_crop,,False
